,day,hour,zone,host,IP,request,status,ret_size,browser
15,23/Feb/2014,03:10:31,+01,localhost,127.0.0.1,OPTIONS * HTTP/1.0,200,-,Apache (internal dummy connection)
16,23/Feb/2014,03:10:31,+01,localhost,127.0.0.1,OPTIONS * HTTP/1.0,200,-,Apache (internal dummy connection)
17,23/Feb/2014,03:10:31,+01,localhost,127.0.0.1,OPTIONS * HTTP/1.0,200,-,Apache (internal dummy connection)
18,23/Feb/2014,03:10:31,+01,localhost,127.0.0.1,OPTIONS * HTTP/1.0,200,-,Apache (internal dummy connection)
19,23/Feb/2014,03:10:31,+01,localhost,127.0.0.1,OPTIONS * HTTP/1.0,200,-,Apache (internal dummy connection)
20,23/Feb/2014,03:10:31,+01,localhost,127.0.0.1,OPTIONS * HTTP/1.0,200,-,Apache (internal dummy connection)
21,23/Feb/2014,03:10:31,+01,localhost,127.0.0.1,OPTIONS * HTTP/1.0,200,-,Apache (internal dummy connection)
22,23/Feb/2014,03:10:31,+01,www.akumenius.com,66.249.76.216,GET /hoteles-baratos/ofertas-hotel-Club-&-Hotel-Letoonia--en-Fethiye-8460b-destinos.html HTTP/1.1,404,3100,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
23,23/Feb/2014,03:10:33,+01,www.akumenius.com,66.249.76.216,GET /hoteles-baratos/ofertas-hotel-Metropolis-Hotel-en-Kaunas-210244b-destinos.html HTTP/1.1,404,3100,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
24,23/Feb/2014,03:10:35,+01,www.akumenius.com,66.249.76.216,GET /hoteles-baratos/ofertas-hotel-Faena-Hotel-Buenos-Aires-en-Downtown-129723b-destinos.html HTTP/1.1,404,3100,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
25,23/Feb/2014,03:10:38,+01,www.akumenius.com,66.249.76.216,GET /hoteles-baratos/ofertas-hotel-Kensington-Townhouse-London-en-Kensington-54356b-destinos.html HTTP/1.1,404,3100,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
26,23/Feb/2014,03:10:39,+01,www.akumenius.com,66.249.76.216,GET /destinos-baratos/destinosEstrelles/hoteles-en-Invermere_CANAD%C3%81-con-4-estrellas HTTP/1.1,200,8811,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
27,23/Feb/2014,03:10:40,+01,www.akumenius.com,66.249.76.216,GET /hoteles-baratos/ofertas-hotel-Howard-Jhonson-hotel-&-Spa--Villa-Gral-Belgrano-en-Villa%20General%20Belgrano-146416b-destinos.html HTTP/1.1,404,3100,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
28,23/Feb/2014,03:10:42,+01,www.akumenius.com,66.249.76.216,GET /hoteles-baratos/ofertas-hotel-Princesa-Sofia-en-Diagonal%20S.-4013b-destinos.html HTTP/1.1,404,3100,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
29,23/Feb/2014,03:10:45,+01,www.akumenius.com,66.249.76.216,GET /hoteles-baratos/ofertas-hotel-Kfar-Giladi-en-Tiberias-121085b-destinos.html HTTP/1.1,404,3100,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
30,23/Feb/2014,03:10:46,+01,www.akumenius.com,66.249.76.216,GET /destinos-baratos/destinosEstrelles/hoteles-en-Skanderborg_DINAMARCA-con-5-estrellas HTTP/1.1,200,8816,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
31,23/Feb/2014,03:10:47,+01,www.akumenius.com,66.249.76.216,GET /hoteles-baratos/ofertas-hotel-Casual-Hotel-Valencia-en-Valencia-205435b-destinos.html HTTP/1.1,404,3100,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
32,23/Feb/2014,03:10:49,+01,www.akumenius.com,66.249.76.216,GET /hoteles-baratos/ofertas-hotel-Lucky-2-en-Hanoi-146288b-destinos.html HTTP/1.1,404,3100,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
33,23/Feb/2014,03:10:52,+01,www.akumenius.com,66.249.76.216,GET /hoteles-baratos/ofertas-hotel-Natali-Torremolinos-en-Torremolinos-22598b-destinos.html HTTP/1.1,404,3100,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
34,23/Feb/2014,03:10:53,+01,www.akumenius.com,66.249.76.216,GET /destinos-baratos/destinosEstrelles/hoteles-en-Villarcayo_ESPA%C3%91A-con-1-estrella HTTP/1.1,200,8810,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
35,23/Feb/2014,03:10:54,+01,www.akumenius.com,66.249.76.216,GET /hoteles-baratos/ofertas-hotel-Hotel-Costa-del-Sol-Cartagena--en-Cartagena-106856b-destinos.html HTTP/1.1,404,3100,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
36,23/Feb/2014,03:10:56,+01,www.akumenius.com,5.255.253.53,GET /destinos-baratos/hoteles-baratos/ofertas-hotel-Osterley-Park-en-Brentford-104320b-destinos.html HTTP/1.1,404,3100,Mozilla/5.0 (compatible; YandexBot/3.0; +http://yandex.com/bots)
37,23/Feb/2014,03:10:56,+01,www.akumenius.com,66.249.76.216,GET /hoteles-baratos/ofertas-hotel-Quintessia-&-Spa-(Ex-Domaine-D'Orvault)-en-Orvault-170129b-destinos.html HTTP/1.1,404,3100,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
38,23/Feb/2014,03:10:59,+01,www.akumenius.com,66.249.76.216,GET /hoteles-baratos/ofertas-hotel-Cill-Aodain-Court-Hotel-en-Kiltimagh-143726b-destinos.html HTTP/1.1,404,3100,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
39,23/Feb/2014,03:11:01,+01,www.akumenius.com,66.249.76.216,GET /destinos-baratos/destinosEstrelles/hoteles-en-Mellrichstadt_ALEMANIA-con-1-estrella HTTP/1.1,200,8812,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
40,23/Feb/2014,03:11:01,+01,www.akumenius.com,66.249.76.216,GET /hoteles-baratos/ofertas-hotel-Venetur-Hotel-del-Lago--en-Maracaibo-72209b-destinos.html HTTP/1.1,404,3100,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
41,23/Feb/2014,03:11:02,+01,www.akumenius.com,157.55.35.112,GET /destinos-baratos/destinos-caracteristicas/hoteles-baratos-en-Dubai_EMIRATOS%20ARABES%20UNIDOS-con-Actividades-de-animaci%C3%B3n HTTP/1.1,200,14818,Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
42,23/Feb/2014,03:11:03,+01,www.akumenius.com,66.249.76.216,GET /hoteles-baratos/ofertas-hotel-Ametlla-Mar-en-Ametlla%20de%20Mar-3546b-destinos.html HTTP/1.1,404,3100,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
43,23/Feb/2014,03:11:06,+01,www.akumenius.com,66.249.76.216,GET /hoteles-baratos/ofertas-hotel-Abba-Comillas-Golf-en-Comillas-142446b-destinos.html HTTP/1.1,404,3100,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
44,23/Feb/2014,03:11:07,+01,www.akumenius.com,193.111.141.116,GET /hoteles-baratos/ofertas-hotel-Roque-Monica-Apartamentos-en-Los%20Llanos-133556b-destinos.html HTTP/1.1,404,17750,Mozilla/5.0 (X11; Linux i686; rv:6.0) Gecko/20100101 Firefox/6.0
45,23/Feb/2014,03:11:08,+01,www.akumenius.com,66.249.76.216,GET /hoteles-baratos/ofertas-hotel-Westin-Panama-en-Panama%20City-190988b-destinos.html HTTP/1.1,404,3100,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
46,23/Feb/2014,03:11:09,+01,www.akumenius.com,66.249.76.216,GET /destinos-baratos/destinosEstrelles/hoteles-en-Wainwright_CANAD%C3%81-con-1-estrella HTTP/1.1,200,8807,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
47,23/Feb/2014,03:11:10,+01,www.akumenius.com,66.249.76.216,GET /hoteles-baratos/ofertas-hotel-Kenia-Nevada-en-Pradollano-2717b-destinos.html HTTP/1.1,404,3100,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
48,23/Feb/2014,03:11:13,+01,www.akumenius.com,66.249.76.216,GET /destinos-caracteristicas/hoteles-baratos-en-Machu-Pichu_PERU-con-Ba%C3%B1era-de-hidromasaje HTTP/1.1,200,9914,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
49,23/Feb/2014,03:11:14,+01,www.akumenius.com,66.249.76.216,GET /hoteles-baratos/ofertas-hotel-Tugcu-Hotel-en-Bursa-162580b-destinos.html HTTP/1.1,404,3100,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
50,23/Feb/2014,03:11:15,+01,www.akumenius.com,66.249.76.216,GET /hoteles-baratos/ofertas-hotel-Hilton-London-Hyde-Park-en-Bayswater-7566b-destinos.html HTTP/1.1,404,3100,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
51,23/Feb/2014,03:11:16,+01,www.akumenius.com,66.249.76.216,GET /destinos-baratos/destinosEstrelles/hoteles-en-Schmiedeberg_ALEMANIA-con-5-estrellas HTTP/1.1,200,8817,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
52,23/Feb/2014,03:11:17,+01,www.akumenius.com,66.249.76.216,GET /hoteles-baratos/ofertas-hotel-Luna-Alpinus-Falesia-Suites-en-Algarve_PORTUGAL-8542b.html HTTP/1.1,200,6118,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
53,23/Feb/2014,03:11:20,+01,www.akumenius.com,66.249.76.216,GET /hoteles-baratos/ofertas-hotel-Cisneros-en-Alcala%20de%20Henares-4397b-destinos.html HTTP/1.1,404,3100,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
54,23/Feb/2014,03:11:22,+01,www.akumenius.com,66.249.76.216,GET /hoteles-baratos/ofertas-hoteles-todo-incluido-en-mijas_ESPA%C3%91A.html HTTP/1.1,200,6708,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
55,23/Feb/2014,03:11:23,+01,www.akumenius.com,66.249.76.216,GET /destinos-baratos/destinosEstrelles/hoteles-en-Gironella_ESPA%C3%91A-con-5-estrellas HTTP/1.1,200,8812,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
56,23/Feb/2014,03:11:25,+01,www.akumenius.com,66.249.76.216,GET /hoteles-baratos/ofertas-hoteles-todo-incluido-en-salou_ESPA%C3%91A.html HTTP/1.1,200,5645,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
57,23/Feb/2014,03:11:27,+01,www.akumenius.com,66.249.76.216,GET /hoteles-baratos/ofertas-hoteles-todo-incluido-en-santa-susana_ESPA%C3%91A.html HTTP/1.1,200,6144,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
58,23/Feb/2014,03:11:27,+01,www.akumenius.com,66.249.76.216,GET /destinosEstrelles/hoteles-en-Muchamiel_ESPA%C3%91A-con-5-estrellas HTTP/1.1,200,8806,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
59,23/Feb/2014,03:11:29,+01,www.akumenius.com,66.249.76.216,GET /hoteles-baratos/ofertas-hoteles-todo-incluido-en-cartaya_ESPA%C3%91A.html HTTP/1.1,200,4261,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
60,23/Feb/2014,03:11:31,+01,www.akumenius.com,66.249.76.216,GET /destinos-baratos/destinosEstrelles/hoteles-en-Modbury_REINO%20UNIDO-con-2-estrellas HTTP/1.1,200,8814,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
61,23/Feb/2014,03:11:32,+01,www.akumenius.com,66.249.76.216,GET /hoteles-baratos/ofertas-hotel-Apartamentos-Marina-Beach---Riviera-Marina-Resort-en-Playa%20del%20Cura-130224b-destinos.html HTTP/1.1,404,3100,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
62,23/Feb/2014,03:11:34,+01,www.akumenius.com,66.249.76.216,GET /hoteles-baratos/ofertas-hotel-Playa-de-Valdelagrana-en-Puerto%20de%20Santa%20Maria-205150b-destinos.html HTTP/1.1,404,3100,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
63,23/Feb/2014,03:11:36,+01,www.akumenius.com,66.249.76.216,GET /hoteles-baratos/ofertas-hotel-Atlas-Asni-en-Marrakech_MARRUECOS-13750b.html HTTP/1.1,200,5432,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
64,23/Feb/2014,03:11:38,+01,www.akumenius.com,66.249.76.216,GET /destinos-baratos/destinosEstrelles/hoteles-en-El%20Ejido_ESPA%C3%91A-con-1-estrella HTTP/1.1,200,8833,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
65,23/Feb/2014,03:11:39,+01,www.akumenius.com,66.249.76.216,GET /hoteles-baratos/ofertas-hotel-Sonho-De-Geriba-en-Buzios-194594b-destinos.html HTTP/1.1,404,3100,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
66,23/Feb/2014,03:11:41,+01,www.akumenius.com,66.249.76.216,GET /hoteles-baratos/ofertas-hotel-Bed-And-Breakfast-Fonte-Dei-Tufi-en-Siena-201761b-destinos.html HTTP/1.1,404,3100,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
67,23/Feb/2014,03:11:43,+01,www.akumenius.com,66.249.76.216,GET /destinos-baratos/hoteles-en-Aguascalientes_MEXICO HTTP/1.1,200,20423,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
68,23/Feb/2014,03:11:44,+01,www.akumenius.com,5.10.83.71,GET /destinosEstrelles/hoteles-en-Abingdon_ESTADOS%20UNIDOS-con-2-estrellas HTTP/1.1,200,8835,Mozilla/5.0 (compatible; AhrefsBot/5.0; +http://ahrefs.com/robot/)
69,23/Feb/2014,03:11:45,+01,www.akumenius.com,180.76.5.223,GET /destinos-baratos/hoteles-en-TlaxcalaMEXICO_ HTTP/1.1,200,7630,Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)
70,23/Feb/2014,03:11:46,+01,www.akumenius.com,66.249.76.216,GET /destinos-baratos/destinosEstrelles/hoteles-en-Verviers_B%C3%89LGICA-con-3-estrellas HTTP/1.1,200,8813,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
71,23/Feb/2014,03:11:46,+01,www.akumenius.com,66.249.76.216,GET /hoteles-baratos/ofertas-hotel-Hilton-Lac-Leamy-en-Gatineau-131300b-destinos.html HTTP/1.1,404,3100,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
72,23/Feb/2014,03:12:00,+01,www.akumenius.com,180.76.6.148,GET /destinos-baratos/destinos-caracteristicas/hoteles-baratos-en-Petra_JORDANIA-con-Contestador-autom%C3%A1tico HTTP/1.1,200,8280,Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)
73,23/Feb/2014,03:12:08,+01,www.akumenius.com,180.76.5.188,GET /destinos-baratos/destinos-caracteristicas/hoteles-baratos-en-Carvoeiro_PORTUGAL-con-Volleyball HTTP/1.1,200,7201,Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)
74,23/Feb/2014,03:12:16,+01,www.akumenius.com,180.76.6.135,GET /destinos-baratos/hoteles-baratos/ofertas-hotel-Hyencos-Hotel-Callyon-en-Ugento-206834b-destinos.html HTTP/1.1,404,3100,Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)
75,23/Feb/2014,03:12:20,+01,www.akumenius.com,180.76.6.44,GET /destinos-baratos/hoteles-en-Little-RockARESTADOS-UNIDOS_ HTTP/1.1,200,7662,Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)
76,23/Feb/2014,03:11:47,+01,www.akumenius.com,66.249.76.216,GET /destinosCaracteristicas/hoteles-baratos-en-Mallorca_ESPA%C3%91A-con-Todo-incluido-sin-bebidas HTTP/1.1,200,8954,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
77,23/Feb/2014,03:12:22,+01,www.akumenius.com,66.249.76.216,GET /destinos-baratos/hoteles-baratos/ofertas-hotel-Malone-Lodge-Apartments-en-Belfast_REINO%20UNIDO-125078b-destinos.html HTTP/1.1,200,4928,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
78,23/Feb/2014,03:12:23,+01,www.akumenius.com,66.249.76.216,GET /destinosCaracteristicas/hoteles-baratos-en-REGI%C3%93N-DE-D%C3%83O_PORTUGAL-con-Radio HTTP/1.1,200,8894,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
79,23/Feb/2014,03:12:23,+01,www.akumenius.com,66.249.76.216,GET /hoteles-baratos/ofertas-hotel-Villa-Alcobendas-en-Alcobendas-204384b-destinos.html HTTP/1.1,404,3100,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
80,23/Feb/2014,03:12:24,+01,www.akumenius.com,66.249.76.216,GET /hoteles-baratos/ofertas-hotel-THB-Don-Paco-Castilla-en-Lanzarote_ESPA%C3%91A-605b.html HTTP/1.1,200,6670,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
81,23/Feb/2014,03:12:25,+01,www.akumenius.com,66.249.76.216,GET /hoteles-baratos/ofertas-hotel-Dunas-de-Sal-en-Ilha%20do%20Sal%20-%20Santa%20Maria-127913b-destinos.html HTTP/1.1,404,3100,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
82,23/Feb/2014,03:12:26,+01,www.akumenius.com,66.249.76.216,GET /destinos-baratos/destinosEstrelles/hoteles-en-Verviers_B%C3%89LGICA-con-4-estrellas HTTP/1.1,200,8813,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
83,23/Feb/2014,03:12:27,+01,www.akumenius.com,66.249.76.216,GET /hoteles-baratos/ofertas-hotel-Melia-Berlin-en-Mitte-123519b-destinos.html HTTP/1.1,404,3100,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
84,23/Feb/2014,03:12:27,+01,www.akumenius.com,66.249.76.216,GET /hoteles-baratos/ofertas-hotel-The-Bolton-en-Wellington-90097b-destinos.html HTTP/1.1,404,3100,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
85,23/Feb/2014,03:12:28,+01,www.akumenius.com,66.249.76.216,GET /hoteles-baratos/ofertas-hotel-Felisa-Spa-en-Santillana%20de%20Mar-129759b-destinos.html HTTP/1.1,404,3100,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
86,23/Feb/2014,03:12:29,+01,www.akumenius.com,66.249.76.216,GET /destinos-baratos/destinosEstrelles/hoteles-en-Thornhill_CANAD%C3%81-con-4-estrellas HTTP/1.1,200,8813,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
87,23/Feb/2014,03:12:30,+01,www.akumenius.com,66.249.76.216,GET /hoteles-baratos/ofertas-hotel-Park-Plaza-Santiago-en-Santiago%20Chile-135806b-destinos.html HTTP/1.1,404,3100,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
88,23/Feb/2014,03:12:31,+01,www.akumenius.com,66.249.76.216,GET /destinosCaracteristicas/hoteles-baratos-en-Jerusalem-Region_ISRAEL-con-Servicio-de-habitaciones HTTP/1.1,200,17004,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
89,23/Feb/2014,03:12:32,+01,www.akumenius.com,66.249.76.216,GET /hoteles-baratos/ofertas-hotel-Urb.-Gran-Vista-en-Santa%20Pola-228985b-destinos.html HTTP/1.1,404,3100,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
90,23/Feb/2014,03:12:32,+01,www.akumenius.com,66.249.76.216,GET /destinos-baratos/destinosEstrelles/hoteles-en-Fakenham_REINO%20UNIDO-con-1-estrella HTTP/1.1,200,8811,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
91,23/Feb/2014,03:12:33,+01,www.akumenius.com,66.249.76.216,GET /hoteles-baratos/ofertas-hotel-Urbany-Bcngo-en-Diagonal%20N.-195948b-destinos.html HTTP/1.1,404,3100,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
92,23/Feb/2014,03:12:34,+01,www.akumenius.com,66.249.76.216,GET /hoteles-baratos/ofertas-hotel-Sheraton-Residences-Pudong-en-Pudong-100415b-destinos.html HTTP/1.1,404,3100,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
93,23/Feb/2014,03:12:35,+01,www.akumenius.com,66.249.76.216,GET /hoteles-baratos/ofertas-hotel-Sosua-Ocean-Village-en-Sosua-192449b-destinos.html HTTP/1.1,404,3100,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
94,23/Feb/2014,03:12:36,+01,www.akumenius.com,66.249.76.216,GET /destinos-baratos/destinosEstrelles/hoteles-en-Eun%C3%A1polis_BRASIL-con-5-estrellas HTTP/1.1,200,8813,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
95,23/Feb/2014,03:12:36,+01,www.akumenius.com,66.249.76.216,GET /hoteles-baratos/ofertas-hotel-BlueBay-Lanzarote-en-Costa%20Teguise-8234b-destinos.html HTTP/1.1,404,3100,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
96,23/Feb/2014,03:12:37,+01,www.akumenius.com,66.249.76.216,GET /hoteles-baratos/ofertas-hotel-Park-Inn-by-Radisson-Stockholm-Hammarby-Sj%C3%B6stad-en-Stockholm-167415b-destinos.html HTTP/1.1,404,3100,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
97,23/Feb/2014,03:12:38,+01,www.akumenius.com,66.249.76.216,GET /hoteles-baratos/ofertas-hotel-Suites-Mexico-Plaza-Salamanca-en-Salamanca-120673b-destinos.html HTTP/1.1,404,3100,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
98,23/Feb/2014,03:12:39,+01,www.akumenius.com,66.249.76.216,GET /destinos-baratos/destinosEstrelles/hoteles-en-Nea%20Moudania_GRECIA-con-2-estrellas HTTP/1.1,200,8847,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
99,23/Feb/2014,03:12:40,+01,www.akumenius.com,66.249.76.216,GET /hoteles-baratos/ofertas-hotel-Es-Reco-de-Randa-en-Randa-131739b-destinos.html HTTP/1.1,404,3100,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
100,23/Feb/2014,03:12:40,+01,www.akumenius.com,66.249.76.216,GET /hoteles-baratos/ofertas-hotel-Amura-Alcobendas-en-Alcobendas-5263b-destinos.html HTTP/1.1,404,3100,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
101,23/Feb/2014,03:12:41,+01,www.akumenius.com,66.249.76.216,GET /hoteles-baratos/ofertas-hotel-Hurriyet-Hotel-en-Old%20City-206204b-destinos.html HTTP/1.1,404,3100,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
102,23/Feb/2014,03:12:42,+01,www.akumenius.com,66.249.76.216,GET /destinosCaracteristicas/hoteles-baratos-en-Lasko_ESLOVENIA-con-Almuerzo-a-la-carta HTTP/1.1,200,8326,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
103,23/Feb/2014,03:12:43,+01,www.akumenius.com,66.249.76.216,GET /destinos-baratos/destinosEstrelles/hoteles-en-Kaprijke_B%C3%89LGICA-con-2-estrellas HTTP/1.1,200,8815,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
104,23/Feb/2014,03:12:43,+01,www.akumenius.com,66.249.76.216,GET /hoteles-baratos/ofertas-hotel-Yi-Ting-6e-Hotel-Shanghai-Dongfang-Road-Shop-en-Pudong-117357b-destinos.html HTTP/1.1,404,3100,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
105,23/Feb/2014,03:12:44,+01,www.akumenius.com,180.76.5.172,GET /destinos-baratos/hoteles-en-RunnemedeNJESTADOS-UNIDOS_ HTTP/1.1,200,7656,Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)
106,23/Feb/2014,03:12:44,+01,www.akumenius.com,66.249.76.216,GET /hoteles-baratos/ofertas-hotel-Beldes-Hr-en-Vaticano-172454b-destinos.html HTTP/1.1,404,3100,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
107,23/Feb/2014,03:12:45,+01,www.akumenius.com,66.249.76.216,GET /hoteles-baratos/ofertas-hotel-Los-Sue%C3%B1os-Marriott-Ocean-&-Golf-Resort-en-Jaco-27540b-destinos.html HTTP/1.1,404,3100,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
